company,company_key,prediction_date,horizon_end,ranking_score,label_state
Fairly Inc.,fairly,2024-07-02,2027-07-02,0.4071307753712716,insufficient_followup
REDI Systems Engineering Inc.,redisystemsengineering,2023-09-02,2026-09-02,0.4066341723563988,insufficient_followup
"Encellin, Inc.",encellin,2023-12-13,2026-12-13,0.40566674144266895,insufficient_followup
"Better Health Supplies, Inc.",betterhealthsupplies,2024-06-13,2027-06-13,0.4049878193228937,insufficient_followup
"Virtue AI, Inc.",virtueai,2025-04-15,2028-04-15,0.4048160781082522,insufficient_followup
"STAQ Pharma, Inc.",staqpharma,2025-09-16,2028-09-16,0.4038175827100396,insufficient_followup
"Vantis Vascular, Inc.",vantisvascular,2024-12-12,2027-12-12,0.40355005665362265,insufficient_followup
"Pearl Diagnostics, Inc.",pearldiagnostics,2026-04-21,2029-04-21,0.4028896600582857,insufficient_followup
"Folia Health, Inc.",foliahealth,2025-10-01,2028-10-01,0.4020006734639222,insufficient_followup
"Livly, Inc.",livly,2024-08-13,2027-08-13,0.4015957254518522,insufficient_followup
"Notabene, Inc.",notabene,2024-11-12,2027-11-12,0.399446163251402,insufficient_followup
Curebay Technologies Private Limited,curebayprivate,2025-05-19,2028-05-19,0.3994332297891181,insufficient_followup
dottxt Inc.,dottxt,2024-08-31,2027-08-31,0.3978760474203904,insufficient_followup
"Apeiron Labs, Inc.",apeiron,2026-02-04,2029-02-04,0.3960527453620137,insufficient_followup
Affinda IP Pty Ltd,affindaippty,2024-06-24,2027-06-24,0.3959795688457919,insufficient_followup
"ATSG Holdings, Inc.",atsg,2024-01-03,2027-01-03,0.3944224856554738,insufficient_followup
HILOS Inc.,hilos,2025-05-01,2028-05-01,0.3922064018002721,insufficient_followup
"Hit Labs, Inc.",hit,2025-12-09,2028-12-09,0.3919087353721108,insufficient_followup
"Finerpoint, Inc.",finerpoint,2025-10-15,2028-10-15,0.39007828396496874,insufficient_followup
"Nara Organics, Inc.",naraorganics,2025-02-14,2028-02-14,0.38995813052814965,insufficient_followup
"Learning Innovation Catalyst, Inc.",learninginnovationcatalyst,2025-08-19,2028-08-19,0.3895967955343925,insufficient_followup
"Xano, Inc.",xano,2023-10-13,2026-10-13,0.38945883845747165,insufficient_followup
"AgroSpheres, Inc.",agrospheres,2024-10-09,2027-10-09,0.38860209592942685,insufficient_followup
"Woan Technology (Shenzhen) Co., Ltd.",woanshenzhen,2025-05-31,2028-05-31,0.3874025842154493,insufficient_followup
"Engage Mobilize, Inc.",engagemobilize,2026-03-20,2029-03-20,0.3863941906278391,insufficient_followup
"Grin Technology Services, Inc.",grinservices,2024-05-06,2027-05-06,0.3836316885106636,insufficient_followup
"GIE Medical, Inc.",giemedical,2023-09-06,2026-09-06,0.38353269672116064,insufficient_followup
"CircuitHub, Inc.",circuithub,2023-11-15,2026-11-15,0.3820175150898353,insufficient_followup
carwow Ltd.,carwow,2023-12-05,2026-12-05,0.37887923354780945,insufficient_followup
"Sylke, Inc.",sylke,2025-07-17,2028-07-17,0.37810074708940683,insufficient_followup
"Derivita, Inc.",derivita,2024-04-04,2027-04-04,0.37439112886064196,insufficient_followup
"Lightbend, Inc.",lightbend,2023-09-27,2026-09-27,0.37381170128793556,insufficient_followup
Castellum.AI Corporation,castellumai,2025-07-08,2028-07-08,0.370852736035934,insufficient_followup
"ConsumerDirect, Inc.",consumerdirect,2025-09-30,2028-09-30,0.36983835325256476,insufficient_followup
"Rejoni, Inc.",rejoni,2023-10-18,2026-10-18,0.3698336359885522,insufficient_followup
Brother Justus Whiskey Co.,brotherjustuswhiskey,2025-07-16,2028-07-16,0.3689497143954801,insufficient_followup
CloudZero Inc.,cloudzero,2023-12-06,2026-12-06,0.3674776481264788,insufficient_followup
"Chord Commerce, Inc.",chordcommerce,2025-03-27,2028-03-27,0.3673525455106988,insufficient_followup
"TeamOhana, Inc.",teamohana,2024-08-26,2027-08-26,0.3611860917495453,insufficient_followup
Flash Scientific Technology Inc.,flashscientific,2024-12-09,2027-12-09,0.3611310127662705,insufficient_followup
"Cellibre, Inc.",cellibre,2024-10-09,2027-10-09,0.3590838698139725,insufficient_followup
"Sun Genomics, Inc.",sungenomics,2023-12-19,2026-12-19,0.3569556412791739,insufficient_followup
Hawaiian Bros Inc.,hawaiianbros,2023-08-18,2026-08-18,0.3540548855896794,insufficient_followup
Huons Lab,huonslab,2025-04-30,2028-04-30,0.35394858236380566,insufficient_followup
Beacon Tech Inc.,beacontech,2025-01-02,2028-01-02,0.35385896840096953,insufficient_followup
"Eisen, Inc.",eisen,2026-05-19,2029-05-19,0.3521548017300884,insufficient_followup
"UserEvidence, Inc.",userevidence,2025-08-27,2028-08-27,0.34989913322220534,insufficient_followup
"Guidelight Technologies, Inc",guidelight,2026-05-26,2029-05-26,0.34982161313648624,insufficient_followup
Aki Network,akinetwork,2023-12-15,2026-12-15,0.34912288137118336,insufficient_followup
"Jutiso, Inc.",jutiso,2025-09-18,2028-09-18,0.3485342113023196,insufficient_followup
"BACH APP, INC.",bachapp,2025-10-29,2028-10-29,0.34701743965988224,insufficient_followup
Wholsum Foods Pvt. Ltd.,wholsumfoodspvt,2026-02-10,2029-02-10,0.3462148279010949,insufficient_followup
Krowdsourced Inc.,krowdsourced,2023-08-01,2026-08-01,0.34616836161697345,insufficient_followup
"Atomo Coffee, Inc.",atomocoffee,2025-01-10,2028-01-10,0.34610610050267476,insufficient_followup
Centaur Labs Inc.,centaur,2024-10-08,2027-10-08,0.3446121306470186,insufficient_followup
"Your Poppy, Inc.",yourpoppy,2024-05-14,2027-05-14,0.3438473855156985,insufficient_followup
Circular Genomics Inc.,circulargenomics,2024-01-24,2027-01-24,0.34368728170770424,insufficient_followup
"Kasisto, Inc.",kasisto,2024-09-17,2027-09-17,0.34250923944560757,insufficient_followup
"Caliza Financial Technologies, Inc.",calizafinancial,2024-07-15,2027-07-15,0.3402890607549924,insufficient_followup
"Epi One, Inc.",epione,2024-12-04,2027-12-04,0.3390455682365865,insufficient_followup
"Feathr, Inc.",feathr,2023-11-30,2026-11-30,0.33814727531069755,insufficient_followup
"Beijing Shumei Wanwu Technology Co., Ltd.",beijingshumeiwanwu,2025-01-14,2028-01-14,0.3364704095339465,insufficient_followup
"Bone Health Technologies, Inc.",bonehealth,2026-04-09,2029-04-09,0.333729981681216,insufficient_followup
Jot Labs Inc,jot,2025-07-17,2028-07-17,0.33103579530517874,insufficient_followup
Ex Quanta Inc.,exquanta,2024-07-19,2027-07-19,0.330483232712915,insufficient_followup
"Alkymi, Inc.",alkymi,2025-08-07,2028-08-07,0.329096573325602,insufficient_followup
"Mindset Medical, Inc.",mindsetmedical,2025-10-07,2028-10-07,0.3280634384070031,insufficient_followup
"CoPilot Systems, Inc.",copilotsystems,2023-10-04,2026-10-04,0.328022933428163,insufficient_followup
"Sola Technologies, Inc.",sola,2025-08-26,2028-08-26,0.3268499553143135,insufficient_followup
Virohan Private Limited,virohanprivate,2024-02-21,2027-02-21,0.3266652823511394,insufficient_followup
"Conservation Labs, Inc.",conservation,2024-02-21,2027-02-21,0.3260154982874323,insufficient_followup
CarPutty Inc.,carputty,2024-03-06,2027-03-06,0.3258695582618966,insufficient_followup
SiteWit Corp.,sitewit,2023-08-03,2026-08-03,0.32584174341192357,insufficient_followup
"Psyonic, Inc.",psyonic,2024-04-09,2027-04-09,0.32413256248762434,insufficient_followup
"ProofPilot, Inc.",proofpilot,2024-07-11,2027-07-11,0.3227557700195612,insufficient_followup
"District Cover, Inc.",districtcover,2025-11-12,2028-11-12,0.3189292799061994,insufficient_followup
Mintos Marketplace AS,mintosmarketplaceas,2024-04-30,2027-04-30,0.31807605188561955,insufficient_followup
Inngest Inc.,inngest,2024-02-06,2027-02-06,0.3160175013708835,insufficient_followup
"Mulberri, Inc.",mulberri,2023-10-17,2026-10-17,0.31508413099621274,insufficient_followup
"eVisit, Inc.",evisit,2024-06-25,2027-06-25,0.31491726596316266,insufficient_followup
"International Battery Company, Inc.",internationalbattery,2026-06-18,2029-06-18,0.3148217422011063,insufficient_followup
"Rubi Laboratories, Inc.",rubilaboratories,2025-12-01,2028-12-01,0.3140722006995596,insufficient_followup
"Projitech, Inc.",projitech,2024-06-10,2027-06-10,0.31373685630155795,insufficient_followup
"Intento, Inc.",intento,2023-11-16,2026-11-16,0.31334073301092585,insufficient_followup
"Proper Good, Inc.",propergood,2024-12-31,2027-12-31,0.31127489384891993,insufficient_followup
Sedibelo Resources Limited,sedibeloresources,2025-10-17,2028-10-17,0.31097883782207814,insufficient_followup
"Incredible Tiny Homes, Inc.",incredibletinyhomes,2025-03-04,2028-03-04,0.3107388988857166,insufficient_followup
Norma Inc.,norma,2024-08-06,2027-08-06,0.3104662547040588,insufficient_followup
Theia Insights Inc,theiainsights,2026-03-02,2029-03-02,0.30989454239047953,insufficient_followup
"H2U Technologies, Inc.",h2u,2024-10-23,2027-10-23,0.309615030886801,insufficient_followup
Transverse Medical Inc.,transversemedical,2023-08-18,2026-08-18,0.3089064930949063,insufficient_followup
"Jensen Technology, Inc.",jensen,2024-12-20,2027-12-20,0.3086658348848018,insufficient_followup
"My TabAI, Inc",mytabai,2024-10-24,2027-10-24,0.3086498166650085,insufficient_followup
"Aperio Systems, Inc.",aperiosystems,2023-08-24,2026-08-24,0.30654053524896735,insufficient_followup
"Buddy Technology, Inc.",buddy,2024-01-18,2027-01-18,0.3058998206093209,insufficient_followup
DocStation Inc.,docstation,2023-11-21,2026-11-21,0.3054058521207322,insufficient_followup
Future Salad,futuresalad,2024-09-29,2027-09-29,0.3027253704945668,insufficient_followup
"GTM Buddy, Inc.",gtmbuddy,2024-04-09,2027-04-09,0.3013056725585113,insufficient_followup
"Fort Health, Inc.",forthealth,2024-11-12,2027-11-12,0.30051966558960586,insufficient_followup
"PeakMetrics, Inc.",peakmetrics,2025-09-03,2028-09-03,0.2998076381881772,insufficient_followup
Occuspace Inc.,occuspace,2025-03-17,2028-03-17,0.2983091390141979,insufficient_followup
Bainbridge Growth Incorporated,bainbridgegrowth,2025-08-08,2028-08-08,0.29567968737964634,insufficient_followup
Sendola Corp.,sendola,2024-01-04,2027-01-04,0.2949467650473659,insufficient_followup
"Hanx Biopharmaceuticals (Wuhan) Co., Ltd. (SEHK:3378)",hanxbiopharmaceuticalswuhansehk3378,2024-06-30,2027-06-30,0.2932537003202656,insufficient_followup
"Copernic Catalysts, Inc.",coperniccatalysts,2024-11-12,2027-11-12,0.2928750312696385,insufficient_followup
"Artists Writers & Artisans, Inc.",artistswritersartisans,2026-05-20,2029-05-20,0.2923649090831255,insufficient_followup
FlowFuse Inc.,flowfuse,2025-06-12,2028-06-12,0.29171602601006713,insufficient_followup
Arvist Inc.,arvist,2025-08-13,2028-08-13,0.2916424365496714,insufficient_followup
"Roo, LLC",roo,2023-12-14,2026-12-14,0.2905025247361839,insufficient_followup
"Strategikon Pharma, Inc.",strategikonpharma,2024-02-06,2027-02-06,0.2897704505857678,insufficient_followup
"iSono Health, Inc.",isonohealth,2025-12-31,2028-12-31,0.2896688926899332,insufficient_followup
"200 Labs, Inc",200,2025-10-26,2028-10-26,0.2896688926899332,insufficient_followup
QB Health Technologies Pvt. Ltd.,qbhealthpvt,2024-11-05,2027-11-05,0.2892389691798062,insufficient_followup
"SS Beverages 1, Inc.",ssbeverages1,2025-08-13,2028-08-13,0.2887595360431641,insufficient_followup
Mihup Communications Private Limited,mihupcommunicationsprivate,2024-10-29,2027-10-29,0.2882573287071695,insufficient_followup
"Use Steward, Inc.",usesteward,2026-06-01,2029-06-01,0.2855745962150596,insufficient_followup
Overthrow Hospitality Inc.,overthrowhospitality,2025-04-30,2028-04-30,0.28453812528879296,insufficient_followup
"Flo Recruit, Inc.",florecruit,2025-05-22,2028-05-22,0.2842523210968443,insufficient_followup
Cowboy SA,cowboysa,2024-09-04,2027-09-04,0.2837476871839895,insufficient_followup
Noble Gas Systems Inc.,noblegassystems,2025-03-19,2028-03-19,0.28343523793237635,insufficient_followup
"Amulet, PBC",amulet,2024-08-12,2027-08-12,0.2822512685764738,insufficient_followup
"Vita Imaging, Inc.",vitaimaging,2024-06-28,2027-06-28,0.2814866649568037,insufficient_followup
dappHero Corp.,dapphero,2025-01-28,2028-01-28,0.2793892241116968,insufficient_followup
"ABH Holdco, Incorporated",abhholdco,2023-12-15,2026-12-15,0.27866937918567486,insufficient_followup
"Cloudburst Technologies, Inc.",cloudburst,2025-09-22,2028-09-22,0.27838536810439535,insufficient_followup
Honeypot Finance,honeypotfinance,2025-10-18,2028-10-18,0.27785669330689255,insufficient_followup
Alusid Ltd,alusid,2025-12-15,2028-12-15,0.27743561079584134,insufficient_followup
"Gravity Jack, Inc.",gravityjack,2024-09-30,2027-09-30,0.27711708218557657,insufficient_followup
BetterTime Co.,bettertime,2023-12-06,2026-12-06,0.2749069029254951,insufficient_followup
"Baige Online Digital Technology Co., Ltd. (SEHK:2672)",baigeonlinedigitalsehk2672,2025-01-31,2028-01-31,0.2742062999542388,insufficient_followup
"Future Cardia, Inc.",futurecardia,2025-06-23,2028-06-23,0.2737570080997519,insufficient_followup
"Cmax System, Inc.",cmaxsystem,2025-04-30,2028-04-30,0.2734856205440503,insufficient_followup
"Novity, Inc.",novity,2026-05-20,2029-05-20,0.27267368447531914,insufficient_followup
Butterfly Effect Pte. Ltd.,butterflyeffectpte,2023-12-31,2026-12-31,0.2725337492952567,insufficient_followup
"Peregrine Health, Inc.",peregrinehealth,2024-12-19,2027-12-19,0.2724274894172285,insufficient_followup
"Cofactor Genomics, Inc.",cofactorgenomics,2025-12-15,2028-12-15,0.27207709720752665,insufficient_followup
"Quintar, Inc.",quintar,2024-04-08,2027-04-08,0.27135454187921565,insufficient_followup
"Infinity Bio, Inc.",infinitybio,2025-06-18,2028-06-18,0.2708898253417611,insufficient_followup
"ALT Sports Data, Inc.",altsportsdata,2026-06-23,2029-06-23,0.27067664280735504,insufficient_followup
WEB3 Ventures Pty Ltd,web3venturespty,2025-08-18,2028-08-18,0.2703817002989482,insufficient_followup
"Fujian Lemo Wulian Technology Co., Ltd.",fujianlemowulian,2024-09-30,2027-09-30,0.26996213727924184,insufficient_followup
Control Plane Corporation,controlplane,2024-01-04,2027-01-04,0.26948913726340273,insufficient_followup
"BabyQuip, Inc.",babyquip,2023-12-29,2026-12-29,0.26889124757101485,insufficient_followup
MOLG Inc.,molg,2024-10-09,2027-10-09,0.2680443710351311,insufficient_followup
"Nada Holdings, Inc.",nada,2024-06-13,2027-06-13,0.26795735272664745,insufficient_followup
"Aarna Networks, Inc.",aarnanetworks,2024-09-25,2027-09-25,0.26794077012977724,insufficient_followup
"IJJI, INC.",ijji,2024-05-07,2027-05-07,0.26732607820775606,insufficient_followup
Agility Holdings Inc.,agility,2024-11-12,2027-11-12,0.26699600455648154,insufficient_followup
CheckSig S.r.l.,checksigsrl,2026-01-19,2029-01-19,0.2663165129701846,insufficient_followup
Symbrosia Inc.,symbrosia,2025-12-15,2028-12-15,0.26584017307142177,insufficient_followup
"OneAdvisory, Inc.",oneadvisory,2024-01-11,2027-01-11,0.26580236170232213,insufficient_followup
DigitalXForce Corporation,digitalxforce,2026-01-01,2029-01-01,0.26541343296820596,insufficient_followup
Eye-Net Mobile Ltd.,eyenetmobile,2025-12-04,2028-12-04,0.2651793053263158,insufficient_followup
"Food Rx and AI, Inc.",foodrxandai,2024-09-30,2027-09-30,0.2639083735561943,insufficient_followup
Nickelytics Inc.,nickelytics,2024-06-24,2027-06-24,0.2616539954473918,insufficient_followup
Kayhan Space Corp.,kayhanspace,2023-09-19,2026-09-19,0.2598355011038645,insufficient_followup
"Accessibly, Inc.",accessibly,2025-01-22,2028-01-22,0.25964087258263546,insufficient_followup
"Deus Robots, LLC",deusrobots,2024-12-27,2027-12-27,0.25946512012278306,insufficient_followup
"MD Revolution, Inc.",mdrevolution,2023-08-11,2026-08-11,0.25924804936275125,insufficient_followup
"Cordata Healthcare Innovations, Inc.",cordatahealthcareinnovations,2025-04-01,2028-04-01,0.25913139894046433,insufficient_followup
"Lonerider Spirits, LLC",loneriderspirits,2025-04-14,2028-04-14,0.2588944292099667,insufficient_followup
"Ndustrial.io, Inc.",ndustrialio,2025-01-09,2028-01-09,0.25876246557799354,insufficient_followup
Mobile Tyre Shop Holdings Pty. Ltd.,mobiletyreshoppty,2025-06-26,2028-06-26,0.2582466346077031,insufficient_followup
"Roboligent, Inc.",roboligent,2024-09-05,2027-09-05,0.2576370711777072,insufficient_followup
"Meadowhawk Biolabs, Inc.",meadowhawkbiolabs,2024-07-16,2027-07-16,0.25702580527035523,insufficient_followup
"Journey Meditation, Inc.",journeymeditation,2025-07-25,2028-07-25,0.25695950741047346,insufficient_followup
"Plural Labs, Inc.",plural,2025-03-25,2028-03-25,0.25656309286158563,insufficient_followup
MiLaboratories Inc.,milaboratories,2024-10-10,2027-10-10,0.2562049478861066,insufficient_followup
"Darmiyan, Inc.",darmiyan,2023-10-18,2026-10-18,0.2559721740432944,insufficient_followup
Raylu Inc.,raylu,2025-12-01,2028-12-01,0.25581323957784585,insufficient_followup
Cytonics Corporation,cytonics,2024-05-28,2027-05-28,0.25567497086282936,insufficient_followup
"Liminal Strategy Partners, LLC",liminalstrategypartners,2025-04-15,2028-04-15,0.2549028063932491,insufficient_followup
"Independa, Inc.",independa,2025-06-13,2028-06-13,0.2546376971974483,insufficient_followup
"GovPort Technologies, Inc.",govport,2024-07-17,2027-07-17,0.2544967008665398,insufficient_followup
EarthGrid PBC,earthgrid,2024-10-15,2027-10-15,0.2538567773063206,insufficient_followup
"Clarity Financial, Inc.",clarityfinancial,2025-02-11,2028-02-11,0.253408413145762,insufficient_followup
HYPRLABS Inc.,hyprlabs,2026-02-04,2029-02-04,0.252893802918812,insufficient_followup
"Parento, Inc.",parento,2025-09-09,2028-09-09,0.25274111084338724,insufficient_followup
Hiwell Ltd,hiwell,2024-07-02,2027-07-02,0.2524442650658584,insufficient_followup
Moonware Inc.,moonware,2024-03-21,2027-03-21,0.2504547828579465,insufficient_followup
Myosin Therapeutics Inc.,myosintherapeutics,2025-02-26,2028-02-26,0.25044895955595853,insufficient_followup
"Direct Commerce, Inc.",directcommerce,2023-08-03,2026-08-03,0.2502345283379072,insufficient_followup
"Koop Technologies, Inc.",koop,2023-10-10,2026-10-10,0.2495680399162288,insufficient_followup
"KromaTiD, Inc.",kromatid,2025-08-20,2028-08-20,0.24906123016890833,insufficient_followup
"Casechek, Inc.",casechek,2025-09-10,2028-09-10,0.2490464934096125,insufficient_followup
"Ad Astra Integrity Measurement Systems, Inc.",adastraintegritymeasurementsystems,2025-02-03,2028-02-03,0.24867335324197337,insufficient_followup
"Bazooka Tango, Inc.",bazookatango,2023-11-16,2026-11-16,0.24766567525436395,insufficient_followup
Gravity Power Inc.,gravitypower,2025-01-17,2028-01-17,0.2461546704168721,insufficient_followup
"Valid8 Financial, Inc.",valid8financial,2025-02-27,2028-02-27,0.24609343457936006,insufficient_followup
"Eli Electric Vehicles, Inc.",elielectricvehicles,2023-09-28,2026-09-28,0.24538439417894525,insufficient_followup
"Connectly, Inc.",connectly,2023-10-31,2026-10-31,0.24533484931596497,insufficient_followup
Concreit Inc.,concreit,2024-10-02,2027-10-02,0.24467070429483265,insufficient_followup
"Just Imagine, Inc.",justimagine,2025-06-04,2028-06-04,0.24463033277317034,insufficient_followup
"Entytle, Inc.",entytle,2024-03-19,2027-03-19,0.24460427077010594,insufficient_followup
"Matcherino, Inc.",matcherino,2024-02-26,2027-02-26,0.24414899013491562,insufficient_followup
Target Arm Inc.,targetarm,2024-07-12,2027-07-12,0.24414899013491562,insufficient_followup
"StartupCentrum, Inc.",startupcentrum,2024-08-19,2027-08-19,0.24396601737847268,insufficient_followup
"Feel the World, Inc.",feeltheworld,2025-04-24,2028-04-24,0.24367940991877315,insufficient_followup
Darkstore at Home,darkstoreathome,2024-07-16,2027-07-16,0.24204146611168018,insufficient_followup
"Mudstack, Inc.",mudstack,2024-08-19,2027-08-19,0.24196851457661075,insufficient_followup
Stellaris Corporation,stellaris,2024-08-19,2027-08-19,0.24194784903199582,insufficient_followup
Mallard Bay Outdoors Inc.,mallardbayoutdoors,2024-03-18,2027-03-18,0.24174524352962837,insufficient_followup
"NightWare, Inc.",nightware,2026-04-16,2029-04-16,0.2413527610584858,insufficient_followup
"Harvest Thermal, Inc.",harvestthermal,2024-12-19,2027-12-19,0.24054135692025502,insufficient_followup
"Pull Logic, Inc.",pulllogic,2026-01-22,2029-01-22,0.24036893868808115,insufficient_followup
"Peerlogic Technologies, Inc.",peerlogic,2024-01-10,2027-01-10,0.23984006773922256,insufficient_followup
Clockwork Technologies Inc.,clockwork,2023-10-02,2026-10-02,0.2394754608300929,insufficient_followup
Zenataris Renewable Energy Private Limited,zenatarisrenewableenergyprivate,2026-05-19,2029-05-19,0.23940908064117167,insufficient_followup
Earthshot Labs PBC,earthshot,2024-06-30,2027-06-30,0.23928587385614228,insufficient_followup
Trio Pharmaceuticals Inc,triopharmaceuticals,2024-12-03,2027-12-03,0.2387318547946239,insufficient_followup
"Momento, Inc.",momento,2023-11-22,2026-11-22,0.23839988749938168,insufficient_followup
"ShowdMe, Inc.",showdme,2025-07-17,2028-07-17,0.23822974215717213,insufficient_followup
Tapline GmbH,taplinegmbh,2023-10-05,2026-10-05,0.2376991332577657,insufficient_followup
"WiGL eNERGY, Inc.",wiglenergy,2025-02-28,2028-02-28,0.23736291824915676,insufficient_followup
Cafeteria Inc.,cafeteria,2025-07-28,2028-07-28,0.23610132420661703,insufficient_followup
"Bomb Enterprises, Inc.",bombenterprises,2025-02-12,2028-02-12,0.23573919200747037,insufficient_followup
"Bean Box, Inc.",beanbox,2024-02-19,2027-02-19,0.23523964925004046,insufficient_followup
Kabra Global Products Private Limited,kabraglobalproductsprivate,2025-06-24,2028-06-24,0.23406305325880492,insufficient_followup
W Capital Markets Pte Ltd,wcapitalmarketspte,2024-12-31,2027-12-31,0.2338536275432988,insufficient_followup
"Nanochon, Inc.",nanochon,2026-01-12,2029-01-12,0.2338487502481181,insufficient_followup
Ideal Insurance Brokers PVT Ltd,idealinsurancebrokerspvt,2024-04-25,2027-04-25,0.2337642046087253,insufficient_followup
"Ritten, Inc.",ritten,2024-05-29,2027-05-29,0.23341404801438667,insufficient_followup
LogRock Inc.,logrock,2025-04-02,2028-04-02,0.23226616421316096,insufficient_followup
"AMOpportunities, Inc.",amopportunities,2023-08-02,2026-08-02,0.23200141774953595,insufficient_followup
"Freefall Aerospace, Inc.",freefallaerospace,2025-12-17,2028-12-17,0.23167616815013575,insufficient_followup
"Vida Health, Inc.",vidahealth,2025-07-23,2028-07-23,0.2311578503965873,insufficient_followup
"HuLoop Automation, Inc.",huloopautomation,2025-01-07,2028-01-07,0.2310327253799345,insufficient_followup
"OneCrew Software, Inc.",onecrewsoftware,2025-05-27,2028-05-27,0.23080988580882308,insufficient_followup
"Tellius, Inc.",tellius,2025-11-25,2028-11-25,0.22995822851057743,insufficient_followup
Circular Board Inc.,circularboard,2024-04-04,2027-04-04,0.22981736327188315,insufficient_followup
Kinetic Watts and Volts Limited,kineticwattsandvolts,2025-11-06,2028-11-06,0.2297753121036539,insufficient_followup
"Frost Giant Studios, Inc.",frostgiantstudios,2024-09-09,2027-09-09,0.22958351895708204,insufficient_followup
Conduit Software Inc.,conduitsoftware,2026-03-24,2029-03-24,0.22913811145928176,insufficient_followup
"Campusknot, Inc.",campusknot,2025-10-23,2028-10-23,0.22785114931854203,insufficient_followup
"GroGuru, Inc.",groguru,2023-08-03,2026-08-03,0.22778532002190569,insufficient_followup
"Reconstruct, Inc.",reconstruct,2025-05-21,2028-05-21,0.22638679529216343,insufficient_followup
"Third Eye Health, Inc.",thirdeyehealth,2023-09-11,2026-09-11,0.22569388954449773,insufficient_followup
Panome Bio Inc.,panomebio,2024-11-21,2027-11-21,0.22567662753556356,insufficient_followup
"Kara Water, Inc.",karawater,2025-10-16,2028-10-16,0.2255360337490787,insufficient_followup
Easywin Inc.,easywin,2026-05-06,2029-05-06,0.22549164434354627,insufficient_followup
"ReelView Fishing, Inc.",reelviewfishing,2025-04-25,2028-04-25,0.2253736169907995,insufficient_followup
Cann-Ade Corporation,cannade,2025-02-12,2028-02-12,0.22487129621781216,insufficient_followup
Sigo Technologies Inc.,sigo,2026-07-14,2029-07-14,0.22474883257326678,insufficient_followup
"Tombot, Inc.",tombot,2025-06-12,2028-06-12,0.22389732733854043,insufficient_followup
"Starling Solutions, Inc.",starlingsolutions,2023-12-04,2026-12-04,0.22386382945699726,insufficient_followup
"RIIG Technology, Inc.",riig,2026-04-06,2029-04-06,0.22346670109341515,insufficient_followup
"KidzToPros, Inc.",kidztopros,2023-10-26,2026-10-26,0.22325302301674846,insufficient_followup
"InterGen Data, Inc.",intergendata,2025-03-31,2028-03-31,0.22325302301674846,insufficient_followup
"ChalkTalk Solutions, Inc.",chalktalksolutions,2025-03-06,2028-03-06,0.22325302301674846,insufficient_followup
"AppMail, Inc.",appmail,2023-10-27,2026-10-27,0.22124071870380518,insufficient_followup
"NOPALERA, INC.",nopalera,2026-03-24,2029-03-24,0.22105796634827862,insufficient_followup
"Salo App, Inc.",saloapp,2025-02-24,2028-02-24,0.22012466579656703,insufficient_followup
"Impruvon, Inc.",impruvon,2025-01-28,2028-01-28,0.21973639435792372,insufficient_followup
"Yourco, Inc.",yourco,2026-03-09,2029-03-09,0.21951201738434353,insufficient_followup
"Auxa, Inc.",auxa,2024-04-22,2027-04-22,0.2191843010026612,insufficient_followup
"Patient Discovery Solutions, Inc.",patientdiscoverysolutions,2025-04-18,2028-04-18,0.21892348043086882,insufficient_followup
"SmartCommerce, Inc.",smartcommerce,2023-08-23,2026-08-23,0.2181730056752663,insufficient_followup
"Phin Security, Inc.",phinsecurity,2026-04-21,2029-04-21,0.21810015447531936,insufficient_followup
MCAL Therapeutics Inc.,mcaltherapeutics,2024-03-27,2027-03-27,0.2179282911468082,insufficient_followup
"Paladin Power, Inc.",paladinpower,2024-10-11,2027-10-11,0.2172320963055742,insufficient_followup
Innok Robotics GmbH,innokroboticsgmbh,2024-11-15,2027-11-15,0.2169897956542874,insufficient_followup
Tenk Bilisim Teknolojileri Danismanlik Anonim Sirketi,tenkbilisimteknolojileridanismanlikanonimsirketi,2023-12-29,2026-12-29,0.21682236970285204,insufficient_followup
Theo AI Inc.,theoai,2025-11-12,2028-11-12,0.2162342103114819,insufficient_followup
"Kalogon, Inc.",kalogon,2026-06-04,2029-06-04,0.21579544986669832,insufficient_followup
Documo Inc.,documo,2024-06-06,2027-06-06,0.21571789072083153,insufficient_followup
"Brain Jar Games, Inc.",brainjargames,2025-10-08,2028-10-08,0.21563648629121077,insufficient_followup
"Plei, Inc.",plei,2023-12-12,2026-12-12,0.21531361876085706,insufficient_followup
Kami Limited,kami,2024-08-20,2027-08-20,0.21439612905541552,insufficient_followup
Meredot SIA,meredotsia,2023-12-05,2026-12-05,0.2136494846658805,insufficient_followup
Solitario Lab Grown Private Limited,solitariolabgrownprivate,2025-07-16,2028-07-16,0.21364756049834263,insufficient_followup
"Amaros, Inc.",amaros,2025-06-17,2028-06-17,0.213402001693487,insufficient_followup
"Ryca Motors, Inc.",rycamotors,2024-02-20,2027-02-20,0.21221513285587196,insufficient_followup
DepositLink Inc.,depositlink,2025-06-17,2028-06-17,0.21200415197739986,insufficient_followup
"Phi Therapeutics, Inc.",phitherapeutics,2024-06-26,2027-06-26,0.21184334225273055,insufficient_followup
"Rainwalk Technology, Inc.",rainwalk,2024-04-23,2027-04-23,0.21156545950293124,insufficient_followup
Ernest Energy Inc.,ernestenergy,2024-01-17,2027-01-17,0.21145195954294976,insufficient_followup
