company,company_key,is_unicorn,label_source,index_date,outcome_date,matched_positive_company,match_method,match_gap_days,index_year,index_era,pre_round_count,has_pre_round,pre_rounds_with_amount,pre_funding_total_usd,ln_pre_funding,pre_funding_max_usd,ln_pre_funding_max,pre_last_post_money_usd,pre_max_post_money_usd,pre_unique_investor_count,pre_investor_count_max,years_of_history_pre,days_since_last_pre_round,max_feature_round_date,industry_group,continent,country,founded_year,has_founded_year,master_match_status,master_tier,probability,founding_year_cohort,funding_stage_proxy,total_funding_bucket,company_age_proxy,data_completeness,economic_period
KoBold Metals Company,koboldmetals,1,capitaliq_post_money_ge_1b,2025-01-01,2025-01-01,KoBold Metals Company,positive_self,0,2025,Post-2021,2,1,2,218220000.0,19.20101429077376,195000000.0,19.088510121656228,995950000.0,995950000.0,10,10,5.831622176591376,561,2023-06-20,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.9786017011906828,,2,Q4,3-7,round_history_only,2025-2026
Kraken Technologies Limited,kraken,1,capitaliq_post_money_ge_1b,2025-12-29,2025-12-29,Kraken Technologies Limited,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Fintech,North America,United States,2011,1,exact_unique,unicorn_current,0.9999655172413793,2010-14,0,Q1,0,limited_source_metadata,2025-2026
Kwaiwei Intelligence,kwaiweiintelligence,1,capitaliq_post_money_ge_1b,2026-06-30,2026-06-30,Kwaiwei Intelligence,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Kylin Software Co., Ltd.",kylinsoftware,1,capitaliq_post_money_ge_1b,2025-06-05,2025-06-05,"Kylin Software Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Lambda, Inc.",lambda,1,capitaliq_post_money_ge_1b,2024-02-15,2024-02-15,"Lambda, Inc.",positive_self,0,2024,Post-2021,1,1,1,15000000.0,16.52356082573315,15000000.0,16.52356082573315,35000000.0,35000000.0,4,4,2.590006844626968,946,2021-07-14,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.3807007441041072,,1,Q4,1-3,round_history_only,2024
"LangChain, Inc.",langchain,1,capitaliq_post_money_ge_1b,2025-10-20,2025-10-20,"LangChain, Inc.",positive_self,0,2025,Post-2021,2,1,2,35000000.0,17.370858648025116,25000000.0,17.034386422832473,200000000.0,200000000.0,2,1,2.5571526351813825,616,2024-02-12,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.7714536750931434,,2,Q4,1-3,round_history_only,2025-2026
"Last Brand, Inc.",lastbrand,1,capitaliq_post_money_ge_1b,2025-07-29,2025-07-29,"Last Brand, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Lead Bank,leadbank,1,capitaliq_post_money_ge_1b,2025-09-04,2025-09-04,Lead Bank,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Legora, Inc.",legora,1,capitaliq_post_money_ge_1b,2026-04-30,2026-04-30,"Legora, Inc.",positive_self,0,2026,Post-2021,1,1,1,80000000.0,18.197537205138158,80000000.0,18.197537205138158,675000000.0,675000000.0,5,5,0.9418206707734428,344,2025-05-21,Enterprise Software,Europe,Sweden,-1,0,exact_unique,unicorn_current,0.9415438777769961,,1,Q4,0-1,round_history_only,2025-2026
"Ligent Tech, Inc.",ligenttech,1,capitaliq_post_money_ge_1b,2025-07-24,2025-07-24,"Ligent Tech, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Lighthouse Intelligence Ltd.,lighthouseintelligence,1,capitaliq_post_money_ge_1b,2024-11-21,2024-11-21,Lighthouse Intelligence Ltd.,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Lightmatter, Inc.",lightmatter,1,capitaliq_post_money_ge_1b,2024-10-16,2024-10-16,"Lightmatter, Inc.",positive_self,0,2024,Post-2021,3,1,3,186670000.0,19.044852915365823,153280000.0,18.84777687871083,537130000.0,537130000.0,8,6,6.694045174537988,504,2023-05-31,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9827679807125617,,3+,Q4,3-7,round_history_only,2024
"Light Wheel Intelligence (Beijing) Technology Co., Ltd.",lightwheelintelligencebeijing,1,capitaliq_post_money_ge_1b,2026-05-24,2026-05-24,"Light Wheel Intelligence (Beijing) Technology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Lila Sciences, Inc.",lilasciences,1,capitaliq_post_money_ge_1b,2025-10-14,2025-10-14,"Lila Sciences, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Health & Bio,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"LimX Dynamics Technology Co., Ltd.",limxdynamics,1,capitaliq_post_money_ge_1b,2026-07-13,2026-07-13,"LimX Dynamics Technology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Linear Orbit, Inc.",linearorbit,1,capitaliq_post_money_ge_1b,2025-06-10,2025-06-10,"Linear Orbit, Inc.",positive_self,0,2025,Post-2021,1,1,1,35000000.0,17.370858648025116,35000000.0,17.370858648025116,400000000.0,400000000.0,3,3,1.7385352498288844,635,2023-09-14,Unknown,Unknown,,-1,0,unmatched,unmatched,0.968773478327171,,1,Q4,1-3,round_history_only,2025-2026
"Lingchu Intelligent Technology Co., Ltd.",lingchuintelligent,1,capitaliq_post_money_ge_1b,2026-07-23,2026-07-23,"Lingchu Intelligent Technology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Linkerbot (Beijing) Technology Co., Ltd.",linkerbotbeijing,1,capitaliq_post_money_ge_1b,2026-02-12,2026-02-12,"Linkerbot (Beijing) Technology Co., Ltd.",positive_self,0,2026,Post-2021,1,1,0,0.0,0.0,0.0,0.0,428230000.0,428230000.0,4,4,0.1232032854209445,45,2025-12-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.10709736668815,,1,Q1,0-1,round_history_only,2025-2026
Loop AI Labs Inc.,loopai,1,capitaliq_post_money_ge_1b,2025-12-12,2025-12-12,Loop AI Labs Inc.,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Lovable Labs Incorporated,lovable,1,capitaliq_post_money_ge_1b,2025-07-17,2025-07-17,Lovable Labs Incorporated,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,Europe,Sweden,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Lumin Digital, Inc.",lumindigital,1,capitaliq_post_money_ge_1b,2026-07-14,2026-07-14,"Lumin Digital, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
MainFunc Inc.,mainfunc,1,capitaliq_post_money_ge_1b,2026-06-11,2026-06-11,MainFunc Inc.,positive_self,0,2026,Post-2021,2,1,2,160000000.0,18.8906843794481,100000000.0,18.420680753952364,530000000.0,530000000.0,1,1,1.9794661190965093,475,2025-02-21,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.946211066757759,,2,Q4,1-3,round_history_only,2025-2026
"MaintainX, Inc.",maintainx,1,capitaliq_post_money_ge_1b,2025-07-09,2025-07-09,"MaintainX, Inc.",positive_self,0,2025,Post-2021,2,1,2,14770000.0,16.508108722212366,11000000.0,16.213405921671733,23820000.0,23820000.0,4,3,6.288843258042436,2017,2019-12-31,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.35323790660799687,,2,Q4,3-7,round_history_only,2025-2026
"Mammoth Biosciences, Inc.",mammothbiosciences,1,capitaliq_post_money_ge_1b,2024-04-25,2024-04-25,"Mammoth Biosciences, Inc.",positive_self,0,2024,Post-2021,3,1,3,52530000.0,17.776895011966886,45000000.0,17.622173069956816,119760000.0,119760000.0,7,7,6.614647501711157,1547,2020-01-30,Health & Bio,North America,United States,2017,1,exact_unique,unicorn_current,0.8742952736271639,2015-18,3+,Q4,3-7,round+founding+master,2024
Mckesson Medical-Surgical Top Holdings Inc.,mckessonmedicalsurgicaltop,1,capitaliq_post_money_ge_1b,2026-06-01,2026-06-01,Mckesson Medical-Surgical Top Holdings Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Memoir, Inc.",memoir,1,capitaliq_post_money_ge_1b,2025-04-16,2025-04-16,"Memoir, Inc.",positive_self,0,2025,Post-2021,3,1,3,109000000.0,18.50685844936773,50000000.0,17.72753358339242,507690000.0,507690000.0,7,7,3.567419575633128,337,2024-05-14,Media & Entertainment,North America,United States,2012,1,exact_unique,control_funded,0.9822190304719176,2010-14,3+,Q4,3-7,round+founding+master,2025-2026
Mercor.io Corporation,mercorio,1,capitaliq_post_money_ge_1b,2025-10-27,2025-10-27,Mercor.io Corporation,positive_self,0,2025,Post-2021,1,1,1,32000000.0,17.281246492014,32000000.0,17.281246492014,250000000.0,250000000.0,2,2,1.103353867214237,403,2024-09-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9025564551184847,,1,Q4,1-3,round_history_only,2025-2026
MESHY LLC,meshy,1,capitaliq_post_money_ge_1b,2026-07-21,2026-07-21,MESHY LLC,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"MetaX Integrated Circuits (Shanghai) Co., Ltd. (SHSE:688802)",metaxintegratedcircuitsshanghaishse688802,1,capitaliq_post_money_ge_1b,2025-02-28,2025-02-28,"MetaX Integrated Circuits (Shanghai) Co., Ltd. (SHSE:688802)",positive_self,0,2025,Post-2021,1,1,1,10720000.0,16.18762180689051,10720000.0,16.18762180689051,73520000.0,73520000.0,3,3,4.161533196440794,1520,2020-12-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.45147333556231406,,1,Q3,3-7,round_history_only,2025-2026
"Metropolis Technologies, Inc.",metropolis,1,capitaliq_post_money_ge_1b,2025-11-06,2025-11-06,"Metropolis Technologies, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,AI & Data,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
Mews Systems B.V.,mewssystemsbv,1,capitaliq_post_money_ge_1b,2024-03-04,2024-03-04,Mews Systems B.V.,positive_self,0,2024,Post-2021,1,1,1,185000000.0,19.035866388448003,185000000.0,19.035866388448003,865000000.0,865000000.0,11,11,1.218343600273785,445,2022-12-15,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9736110657745097,,1,Q4,1-3,round_history_only,2024
"MGT Impact Solutions, LLC",mgtimpactsolutions,1,capitaliq_post_money_ge_1b,2025-12-03,2025-12-03,"MGT Impact Solutions, LLC",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Mind Robotics, Inc.",mindrobotics,1,capitaliq_post_money_ge_1b,2026-03-11,2026-03-11,"Mind Robotics, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Mistral AI SAS,mistralaisas,1,capitaliq_post_money_ge_1b,2024-06-11,2024-06-11,Mistral AI SAS,positive_self,0,2024,Post-2021,1,1,1,113400000.0,18.54643195807627,113400000.0,18.54643195807627,259210000.0,259210000.0,12,12,0.9965776865160848,364,2023-06-13,Unknown,Unknown,,-1,0,unmatched,unmatched,0.8661364055406118,,1,Q4,0-1,round_history_only,2024
"Modal Labs, Inc.",modal,1,capitaliq_post_money_ge_1b,2026-05-21,2026-05-21,"Modal Labs, Inc.",positive_self,0,2026,Post-2021,1,1,1,7200000.0,15.789591722875162,7200000.0,15.789591722875162,8500000.0,8500000.0,2,2,4.383299110198494,1601,2022-01-01,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.3050938565807769,,1,Q3,3-7,round_history_only,2025-2026
"Monad Labs, Inc.",monad,1,capitaliq_post_money_ge_1b,2024-04-09,2024-04-09,"Monad Labs, Inc.",positive_self,0,2024,Post-2021,1,1,1,2000000.0,14.508658238524095,2000000.0,14.508658238524095,3400000.0,3400000.0,0,0,3.8466803559206015,1405,2020-06-04,Fintech,North America,United States,-1,0,exact_unique,unicorn_current,0.09789000612388102,,1,Q2,3-7,round_history_only,2024
Moneyview Limited,moneyview,1,capitaliq_post_money_ge_1b,2024-09-12,2024-09-12,Moneyview Limited,positive_self,0,2024,Post-2021,3,1,3,164340000.0,18.91744801655226,75440000.0,18.13884820954504,900650000.0,900650000.0,12,7,5.746748802190281,626,2022-12-26,Fintech,Asia,India,-1,0,exact_unique,unicorn_current,0.9569217466082587,,3+,Q4,3-7,round_history_only,2024
Morpho Labs,morpho,1,capitaliq_post_money_ge_1b,2026-06-09,2026-06-09,Morpho Labs,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Hardware & Industrials,North America,United States,2000,1,exact_unique,control_funded,0.9999655172413793,≤2009,0,Q1,0,limited_source_metadata,2025-2026
Motional AD LLC,motionalad,1,capitaliq_post_money_ge_1b,2024-05-02,2024-05-02,Motional AD LLC,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
Multiverse Computing,multiversecomputing,1,capitaliq_post_money_ge_1b,2026-07-27,2026-07-27,Multiverse Computing,positive_self,0,2026,Post-2021,1,1,1,27170000.0,17.11762401820783,27170000.0,17.11762401820783,108670000.0,108670000.0,6,6,2.3928815879534566,874,2024-03-05,Unknown,Unknown,,-1,0,unmatched,unmatched,0.5575522746236627,,1,Q4,1-3,round_history_only,2025-2026
n8n GmbH,n8ngmbh,1,capitaliq_post_money_ge_1b,2025-10-09,2025-10-09,n8n GmbH,positive_self,0,2025,Post-2021,1,1,1,59430000.0,17.90030972416936,59430000.0,17.90030972416936,270120000.0,270120000.0,5,5,0.5448323066392882,199,2025-03-24,Unknown,Unknown,,-1,0,unmatched,unmatched,0.8187616835500992,,1,Q4,0-1,round_history_only,2025-2026
Nanjing Lingxing Technology Company Limited,nanjinglingxing,1,capitaliq_post_money_ge_1b,2024-12-18,2024-12-18,Nanjing Lingxing Technology Company Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Narwal Intelligence Technology (Dongguan) Co., Ltd.",narwalintelligencedongguan,1,capitaliq_post_money_ge_1b,2025-04-14,2025-04-14,"Narwal Intelligence Technology (Dongguan) Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Nasuni Corporation,nasuni,1,capitaliq_post_money_ge_1b,2024-07-09,2024-07-09,Nasuni Corporation,positive_self,0,2024,Post-2021,7,1,7,210740000.0,19.16613570888084,60000000.0,17.909855136853043,333120000.0,333120000.0,7,5,13.5523613963039,838,2022-03-24,Enterprise Software,North America,United States,2009,1,exact_unique,control_funded,0.8469880405725262,≤2009,3+,Q4,7+,round+founding+master,2024
Nearfield Instruments B.V.,nearfieldinstrumentsbv,1,capitaliq_post_money_ge_1b,2026-06-22,2026-06-22,Nearfield Instruments B.V.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Neko Health AB,nekohealthab,1,capitaliq_post_money_ge_1b,2025-01-22,2025-01-22,Neko Health AB,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Neo Investment Value Advisors Private Limited,neoinvestmentvalueadvisorsprivate,1,capitaliq_post_money_ge_1b,2026-03-20,2026-03-20,Neo Investment Value Advisors Private Limited,positive_self,0,2026,Post-2021,1,1,1,24810000.0,17.02675739597431,24810000.0,17.02675739597431,701550000.0,701550000.0,2,2,0.3148528405201916,115,2025-11-25,Unknown,Unknown,,-1,0,unmatched,unmatched,0.7933652564346648,,1,Q4,0-1,round_history_only,2025-2026
nesto Inc.,nesto,1,capitaliq_post_money_ge_1b,2026-06-10,2026-06-10,nesto Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,Canada,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Netradyne, Inc.",netradyne,1,capitaliq_post_money_ge_1b,2025-01-16,2025-01-16,"Netradyne, Inc.",positive_self,0,2025,Post-2021,2,1,2,171000000.0,18.95717412031489,150000000.0,18.8261458587272,817050000.0,817050000.0,4,3,6.30527036276523,1281,2021-07-15,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.9630175299608956,,2,Q4,3-7,round_history_only,2025-2026
Neura Robotics GmbH,neuraroboticsgmbh,1,capitaliq_post_money_ge_1b,2026-03-05,2026-03-05,Neura Robotics GmbH,positive_self,0,2026,Post-2021,1,1,1,123510000.0,18.63183269051071,123510000.0,18.63183269051071,801030000.0,801030000.0,10,10,1.160848733744011,424,2025-01-05,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9754638326550862,,1,Q4,1-3,round_history_only,2025-2026
"NeuroVigil, Inc.",neurovigil,1,capitaliq_post_money_ge_1b,2024-04-04,2024-04-04,"NeuroVigil, Inc.",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Health & Bio,Other,,2007,1,exact_unique,control_funded,0.9999655172413793,≤2009,0,Q1,0,limited_source_metadata,2024
"NewLimit, Inc.",newlimit,1,capitaliq_post_money_ge_1b,2025-10-20,2025-10-20,"NewLimit, Inc.",positive_self,0,2025,Post-2021,1,1,1,130000000.0,18.683045016112164,130000000.0,18.683045016112164,810000000.0,810000000.0,6,6,0.4572210814510609,167,2025-05-06,Health & Bio,North America,United States,-1,0,exact_unique,unicorn_current,0.937452980108156,,1,Q4,0-1,round_history_only,2025-2026
Nexthop Systems Inc.,nexthopsystems,1,capitaliq_post_money_ge_1b,2026-03-10,2026-03-10,Nexthop Systems Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"NinjaOne, LLC",ninjaone,1,capitaliq_post_money_ge_1b,2025-02-24,2025-02-24,"NinjaOne, LLC",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Nirvana Tech, Inc.",nirvanatech,1,capitaliq_post_money_ge_1b,2025-12-18,2025-12-18,"Nirvana Tech, Inc.",positive_self,0,2025,Post-2021,3,1,3,140170000.0,18.758366536773437,80000000.0,18.197537205138158,850000000.0,850000000.0,3,3,4.963723477070499,283,2025-03-10,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9846575382386741,,3+,Q4,3-7,round_history_only,2025-2026
"Nomos AI, Inc.",nomosai,1,capitaliq_post_money_ge_1b,2026-06-24,2026-06-24,"Nomos AI, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Nordic Knots AB,nordicknotsab,1,capitaliq_post_money_ge_1b,2026-03-27,2026-03-27,Nordic Knots AB,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Nord Quantique Inc.,nordquantique,1,capitaliq_post_money_ge_1b,2026-05-15,2026-05-15,Nord Quantique Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Nothing Technology Limited,nothing,1,capitaliq_post_money_ge_1b,2025-09-15,2025-09-15,Nothing Technology Limited,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,AI & Data,Europe,United Kingdom,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Nourish, Inc.",nourish,1,capitaliq_post_money_ge_1b,2025-04-23,2025-04-23,"Nourish, Inc.",positive_self,0,2025,Post-2021,1,1,1,8000000.0,15.894952224644102,8000000.0,15.894952224644102,40250000.0,40250000.0,5,5,2.2532511978097194,823,2023-01-21,Health & Bio,North America,United States,-1,0,exact_unique,unicorn_current,0.3314072791002547,,1,Q3,1-3,round_history_only,2025-2026
NScale Global Holdings Limited,nscaleglobal,1,capitaliq_post_money_ge_1b,2026-03-09,2026-03-09,NScale Global Holdings Limited,positive_self,0,2026,Post-2021,1,1,1,4410000.0,15.299385474180372,4410000.0,15.299385474180372,22040000.0,22040000.0,2,2,4.939082819986311,1804,2021-03-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.24702713386675618,,1,Q3,3-7,round_history_only,2025-2026
"Octane Lending, Inc.",octanelending,1,capitaliq_post_money_ge_1b,2025-11-12,2025-11-12,"Octane Lending, Inc.",positive_self,0,2025,Post-2021,5,1,5,43025000.0,17.577291923304177,15080000.0,16.528879986857078,141000000.0,141000000.0,7,7,11.331964407939768,2415,2019-04-03,Fintech,North America,United States,2013,1,exact_unique,control_funded,0.3600451175477898,2010-14,3+,Q4,7+,round+founding+master,2025-2026
"Odyssey Systems, Inc.",odysseysystems,1,capitaliq_post_money_ge_1b,2026-06-17,2026-06-17,"Odyssey Systems, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
OKX Technology Inc.,okx,1,capitaliq_post_money_ge_1b,2026-03-05,2026-03-05,OKX Technology Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Fintech,Africa,Seychelles,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Olipop, Inc.",olipop,1,capitaliq_post_money_ge_1b,2025-03-03,2025-03-03,"Olipop, Inc.",positive_self,0,2025,Post-2021,3,1,3,55320000.0,17.828645082837475,39780000.0,17.49887485652836,200000000.0,200000000.0,5,5,6.140999315537303,1117,2022-02-10,AI & Data,North America,United States,-1,0,exact_unique,unicorn_current,0.8554747090791244,,3+,Q4,3-7,round_history_only,2025-2026
Ominimo Insurance Kft.,ominimoinsurancekft,1,capitaliq_post_money_ge_1b,2026-07-27,2026-07-27,Ominimo Insurance Kft.,positive_self,0,2026,Post-2021,1,1,1,11180000.0,16.22963711513666,11180000.0,16.22963711513666,223690000.0,223690000.0,1,1,1.295003422313484,473,2025-04-10,Unknown,Unknown,,-1,0,unmatched,unmatched,0.6894031241418778,,1,Q3,1-3,round_history_only,2025-2026
