company,company_key,is_unicorn,label_source,index_date,outcome_date,matched_positive_company,match_method,match_gap_days,index_year,index_era,pre_round_count,has_pre_round,pre_rounds_with_amount,pre_funding_total_usd,ln_pre_funding,pre_funding_max_usd,ln_pre_funding_max,pre_last_post_money_usd,pre_max_post_money_usd,pre_unique_investor_count,pre_investor_count_max,years_of_history_pre,days_since_last_pre_round,max_feature_round_date,industry_group,continent,country,founded_year,has_founded_year,master_match_status,master_tier,probability,founding_year_cohort,funding_stage_proxy,total_funding_bucket,company_age_proxy,data_completeness,economic_period
"Glean Technologies, Inc.",glean,1,capitaliq_post_money_ge_1b,2024-09-10,2024-09-10,"Glean Technologies, Inc.",positive_self,0,2024,Post-2021,1,1,1,15300000.0,16.54336345172214,15300000.0,16.54336345172214,47440000.0,47440000.0,3,3,4.695414099931554,1715,2019-12-31,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.387789485370018,,1,Q4,3-7,round_history_only,2024
"GlossGenius, Inc.",glossgenius,1,capitaliq_post_money_ge_1b,2026-07-21,2026-07-21,"GlossGenius, Inc.",positive_self,0,2026,Post-2021,1,1,1,28000000.0,17.147715103853763,28000000.0,17.147715103853763,510000000.0,510000000.0,3,3,2.9842573579739904,1090,2023-07-27,Other / Unknown,North America,United States,2015,1,exact_unique,control_funded,0.931775467096957,2015-18,1,Q4,1-3,round+founding+master,2025-2026
"Glow Security, Inc.",glowsecurity,1,capitaliq_post_money_ge_1b,2026-07-22,2026-07-22,"Glow Security, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Goodfire AI, Inc.",goodfireai,1,capitaliq_post_money_ge_1b,2026-02-05,2026-02-05,"Goodfire AI, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
GoodLife Fitness Centres Inc.,goodlifefitnesscentres,1,capitaliq_post_money_ge_1b,2026-02-02,2026-02-02,GoodLife Fitness Centres Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Gradiant Corporation,gradiant,1,capitaliq_post_money_ge_1b,2026-05-18,2026-05-18,Gradiant Corporation,positive_self,0,2026,Post-2021,1,1,1,1400000.0,14.151983508870948,1400000.0,14.151983508870948,5270000.0,5270000.0,0,0,13.08145106091718,4778,2013-04-18,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.17640845514556663,,1,Q2,7+,round_history_only,2025-2026
"Granola, Inc.",granola,1,capitaliq_post_money_ge_1b,2026-03-25,2026-03-25,"Granola, Inc.",positive_self,0,2026,Post-2021,2,1,2,63000000.0,17.958645300228824,43000000.0,17.57671069691365,250000000.0,250000000.0,6,5,1.4182067077344285,315,2025-05-14,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9453233656584518,,2,Q4,1-3,round_history_only,2025-2026
"Groq, Inc.",groq,1,capitaliq_post_money_ge_1b,2025-09-17,2025-09-17,"Groq, Inc.",positive_self,0,2025,Post-2021,1,1,1,10670000.0,16.182946716998643,10670000.0,16.182946716998643,10670000.0,10670000.0,1,1,8.383299110198495,3062,2017-04-30,AI & Data,North America,United States,2016,1,exact_unique,unicorn_delisted,0.8811168977556914,2015-18,1,Q3,7+,round+founding+master,2025-2026
"Grow Care, Inc.",growcare,1,capitaliq_post_money_ge_1b,2026-03-03,2026-03-03,"Grow Care, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Gruppo Barletta S.p.a.,gruppobarlettaspa,1,capitaliq_post_money_ge_1b,2026-05-25,2026-05-25,Gruppo Barletta S.p.a.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
GSR International Limited,gsrinternational,1,capitaliq_post_money_ge_1b,2026-05-04,2026-05-04,GSR International Limited,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Guangdong Huitian Aerospace Technology Co., Ltd",guangdonghuitianaerospace,1,capitaliq_post_money_ge_1b,2024-08-05,2024-08-05,"Guangdong Huitian Aerospace Technology Co., Ltd",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Guangdong Microcapacitor Electronics Technology Co., Ltd.",guangdongmicrocapacitorelectronics,1,capitaliq_post_money_ge_1b,2025-12-31,2025-12-31,"Guangdong Microcapacitor Electronics Technology Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Guangdong Tianji Intelligent System Co., Ltd.",guangdongtianjiintelligentsystem,1,capitaliq_post_money_ge_1b,2026-05-25,2026-05-25,"Guangdong Tianji Intelligent System Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Guangzhou Luxvisions Innovation Technology Limited,guangzhouluxvisionsinnovation,1,capitaliq_post_money_ge_1b,2024-06-16,2024-06-16,Guangzhou Luxvisions Innovation Technology Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Guangzhou Smartmore Information Technology Co, Ltd.",guangzhousmartmoreinformation,1,capitaliq_post_money_ge_1b,2024-08-01,2024-08-01,"Guangzhou Smartmore Information Technology Co, Ltd.",positive_self,0,2024,Post-2021,2,1,2,69000000.0,18.04961707705429,59000000.0,17.893048018819147,459000000.0,459000000.0,5,4,4.506502395619439,597,2022-12-13,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9827073349531965,,2,Q4,3-7,round_history_only,2024
Guzman y Gomez Limited (ASX:GYG),guzmanygomezasxgyg,1,capitaliq_post_money_ge_1b,2024-04-09,2024-04-09,Guzman y Gomez Limited (ASX:GYG),positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
Hailo Technologies Ltd.,hailo,1,capitaliq_post_money_ge_1b,2024-04-02,2024-04-02,Hailo Technologies Ltd.,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,Asia,Israel,2017,1,exact_unique,unicorn_current,0.9999655172413793,2015-18,0,Q1,0,limited_source_metadata,2024
Halter USA LLC,halterusa,1,capitaliq_post_money_ge_1b,2026-03-23,2026-03-23,Halter USA LLC,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Hangzhou DeepSeek Artificial Intelligence Co., Ltd.",hangzhoudeepseekartificialintelligence,1,capitaliq_post_money_ge_1b,2026-07-01,2026-07-01,"Hangzhou DeepSeek Artificial Intelligence Co., Ltd.",positive_self,0,2026,Post-2021,1,1,1,731000.0,13.502170106720037,731000.0,13.502170106720037,2220000.0,2220000.0,0,0,0.1752224503764544,64,2026-04-28,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"Hangzhou Sunrise Intelligent Technology Co., Ltd.",hangzhousunriseintelligent,1,capitaliq_post_money_ge_1b,2026-04-20,2026-04-20,"Hangzhou Sunrise Intelligent Technology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Hangzhou Yunshenchu Technology Co., Ltd.",hangzhouyunshenchu,1,capitaliq_post_money_ge_1b,2025-07-07,2025-07-07,"Hangzhou Yunshenchu Technology Co., Ltd.",positive_self,0,2025,Post-2021,1,1,0,0.0,0.0,0.0,0.0,698820000.0,698820000.0,8,8,0.914442162902122,334,2024-08-07,Unknown,Unknown,,-1,0,unmatched,unmatched,0.8953537443112791,,1,Q1,0-1,round_history_only,2025-2026
Hark Labs Inc.,hark,1,capitaliq_post_money_ge_1b,2026-05-21,2026-05-21,Hark Labs Inc.,positive_self,0,2026,Post-2021,1,1,1,3500000.0,15.068273812173889,3500000.0,15.068273812173889,5950000.0,5950000.0,9,9,1.9219712525667352,702,2024-06-18,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.16619879625642062,,1,Q3,1-3,round_history_only,2025-2026
Harmattan AI SAS,harmattanaisas,1,capitaliq_post_money_ge_1b,2026-01-12,2026-01-12,Harmattan AI SAS,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Harvey AI Corporation,harveyai,1,capitaliq_post_money_ge_1b,2025-02-12,2025-02-12,Harvey AI Corporation,positive_self,0,2025,Post-2021,2,1,2,105860000.0,18.477628033840556,80000000.0,18.197537205138158,715000000.0,715000000.0,3,3,1.8015058179329224,421,2023-12-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9842622037296529,,2,Q4,1-3,round_history_only,2025-2026
HashKey Digital Asset Group Limited,hashkeydigitalasset,1,capitaliq_post_money_ge_1b,2024-01-15,2024-01-15,HashKey Digital Asset Group Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Hefei Wanxin Integrated Circuit Co., Ltd",hefeiwanxinintegratedcircuit,1,capitaliq_post_money_ge_1b,2025-01-31,2025-01-31,"Hefei Wanxin Integrated Circuit Co., Ltd",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Higgsfield Inc.,higgsfield,1,capitaliq_post_money_ge_1b,2026-01-15,2026-01-15,Higgsfield Inc.,positive_self,0,2026,Post-2021,1,1,1,8160000.0,15.914754849489302,8160000.0,15.914754849489302,9310000.0,9310000.0,6,6,1.78507871321013,652,2024-04-03,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.24748584211188868,,1,Q3,1-3,round_history_only,2025-2026
"Hippocratic AI, Inc.",hippocraticai,1,capitaliq_post_money_ge_1b,2025-11-03,2025-11-03,"Hippocratic AI, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Health & Bio,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"HistoSonics, Inc.",histosonics,1,capitaliq_post_money_ge_1b,2025-10-16,2025-10-16,"HistoSonics, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Health & Bio,North America,United States,2009,1,exact_unique,control_funded,0.9999655172413793,≤2009,0,Q1,0,limited_source_metadata,2025-2026
HKC Overseas Limited,hkcoverseas,1,capitaliq_post_money_ge_1b,2024-12-31,2024-12-31,HKC Overseas Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
HKC Corporation Limited (SZSE:001399),hkcszse001399,1,capitaliq_post_money_ge_1b,2024-12-31,2024-12-31,HKC Corporation Limited (SZSE:001399),positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"HomeLight, Inc.",homelight,1,capitaliq_post_money_ge_1b,2024-08-26,2024-08-26,"HomeLight, Inc.",positive_self,0,2024,Post-2021,4,1,4,56380000.0,17.847625061387028,40700000.0,17.52173867498285,8840000.0,130360000.0,11,6,8.355920602327172,1754,2019-11-07,Fintech,North America,United States,2012,1,exact_unique,unicorn_current,0.48509797315105496,2010-14,3+,Q4,7+,round+founding+master,2024
"HOSIN Global Electronics Co., Ltd.",hosinglobalelectronics,1,capitaliq_post_money_ge_1b,2025-03-31,2025-03-31,"HOSIN Global Electronics Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Hubei Siengine Technology Co., Ltd.",hubeisiengine,1,capitaliq_post_money_ge_1b,2025-08-19,2025-08-19,"Hubei Siengine Technology Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Human Interest, Inc.",humaninterest,1,capitaliq_post_money_ge_1b,2024-07-17,2024-07-17,"Human Interest, Inc.",positive_self,0,2024,Post-2021,3,1,3,215520000.0,19.18856427526627,200000000.0,19.11382792951231,817690000.0,817690000.0,11,10,8.91170431211499,1078,2021-08-04,Fintech,North America,United States,2015,1,exact_unique,unicorn_current,0.8935027697555943,2015-18,3+,Q4,7+,round+founding+master,2024
Humanity Protocol,humanityprotocol,1,capitaliq_post_money_ge_1b,2025-01-27,2025-01-27,Humanity Protocol,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Fintech,Asia,Hong Kong,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Humans, Inc.",humans,1,capitaliq_post_money_ge_1b,2024-04-02,2024-04-02,"Humans, Inc.",positive_self,0,2024,Post-2021,1,1,1,3770000.0,15.142585824676148,3770000.0,15.142585824676148,3980000.0,3980000.0,2,2,4.4435318275154,1623,2019-10-23,Unknown,Unknown,,-1,0,unmatched,unmatched,0.19215841836743866,,1,Q3,3-7,round_history_only,2024
"humans& ai, inc.",humansai,1,capitaliq_post_money_ge_1b,2026-01-20,2026-01-20,"humans& ai, inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Other / Unknown,Other,,-1,0,exact_unique,control_accelerator,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
Huntress Labs Incorporated,huntress,1,capitaliq_post_money_ge_1b,2024-06-20,2024-06-20,Huntress Labs Incorporated,positive_self,0,2024,Post-2021,1,1,1,50000.0,10.819798284210286,50000.0,10.819798284210286,625000.0,625000.0,1,1,8.53388090349076,3117,2015-12-08,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.15209038451262277,,1,Q2,7+,round_history_only,2024
I-care SRL,icaresrl,1,capitaliq_post_money_ge_1b,2025-12-23,2025-12-23,I-care SRL,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
ICEYE Oy,iceyeoy,1,capitaliq_post_money_ge_1b,2025-12-05,2025-12-05,ICEYE Oy,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"IMA Financial Group, Inc.",imafinancial,1,capitaliq_post_money_ge_1b,2026-05-12,2026-05-12,"IMA Financial Group, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Imprint Payments, Inc.",imprintpayments,1,capitaliq_post_money_ge_1b,2025-12-17,2025-12-17,"Imprint Payments, Inc.",positive_self,0,2025,Post-2021,1,1,1,75000000.0,18.13299868483392,75000000.0,18.13299868483392,600000000.0,600000000.0,4,4,1.1854893908281998,433,2024-10-10,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9797779909563861,,1,Q4,1-3,round_history_only,2025-2026
"Impulse Space, Inc.",impulsespace,1,capitaliq_post_money_ge_1b,2026-06-02,2026-06-02,"Impulse Space, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Infinite Reality, Inc.",infinitereality,1,capitaliq_post_money_ge_1b,2024-07-09,2024-07-09,"Infinite Reality, Inc.",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"InnoScience (Suzhou) Technology Holding Co., Ltd. (SEHK:2577)",innosciencesuzhouholdingsehk2577,1,capitaliq_post_money_ge_1b,2024-04-01,2024-04-01,"InnoScience (Suzhou) Technology Holding Co., Ltd. (SEHK:2577)",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
INOX Clean Energy Limited,inoxcleanenergy,1,capitaliq_post_money_ge_1b,2026-01-07,2026-01-07,INOX Clean Energy Limited,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Insilico Medicine, Inc.",insilicomedicine,1,capitaliq_post_money_ge_1b,2025-06-16,2025-06-16,"Insilico Medicine, Inc.",positive_self,0,2025,Post-2021,1,1,1,6000000.0,15.607270193858982,6000000.0,15.607270193858982,6000000.0,6000000.0,4,4,7.014373716632443,2562,2018-06-11,Health & Bio,North America,United States,2014,1,exact_unique,control_funded,0.32803388567244063,2010-14,1,Q3,7+,round+founding+master,2025-2026
"Invisible Technologies, Inc.",invisible,1,capitaliq_post_money_ge_1b,2025-09-16,2025-09-16,"Invisible Technologies, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,AI & Data,Europe,Russia,-1,0,exact_unique,control_funded,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
Ionic Digital Inc. (NasdaqGS:IOND),ionicdigitalnasdaqgsiond,1,capitaliq_post_money_ge_1b,2026-06-26,2026-06-26,Ionic Digital Inc. (NasdaqGS:IOND),positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
IQM Quantum Computers Oyj (HLSE:IQMX),iqmquantumcomputersoyjhlseiqmx,1,capitaliq_post_money_ge_1b,2026-07-01,2026-07-01,IQM Quantum Computers Oyj (HLSE:IQMX),positive_self,0,2026,Post-2021,1,1,1,321150000.0,19.587418864781885,321150000.0,19.587418864781885,996260000.0,996260000.0,7,7,0.8240930869267625,301,2025-09-03,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9571834608174535,,1,Q4,0-1,round_history_only,2025-2026
Isar Aerospace SE,isaraerospacese,1,capitaliq_post_money_ge_1b,2025-06-25,2025-06-25,Isar Aerospace SE,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Iterative Scopes, Inc.",iterativescopes,1,capitaliq_post_money_ge_1b,2026-04-30,2026-04-30,"Iterative Scopes, Inc.",positive_self,0,2026,Post-2021,1,1,1,150000000.0,18.8261458587272,150000000.0,18.8261458587272,628890000.0,628890000.0,6,6,4.276522929500342,1562,2022-01-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.941432700852394,,1,Q4,3-7,round_history_only,2025-2026
"Jinan Financial Holding Group Co., Ltd.",jinanfinancialholding,1,capitaliq_post_money_ge_1b,2026-06-23,2026-06-23,"Jinan Financial Holding Group Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"JinkoSolar ( Haining ) Co., Ltd.",jinkosolarhaining,1,capitaliq_post_money_ge_1b,2026-07-22,2026-07-22,"JinkoSolar ( Haining ) Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Jio Payments Bank Limited,jiopaymentsbank,1,capitaliq_post_money_ge_1b,2025-03-27,2025-03-27,Jio Payments Bank Limited,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Jumbotail Technologies Private Limited,jumbotailprivate,1,capitaliq_post_money_ge_1b,2025-06-30,2025-06-30,Jumbotail Technologies Private Limited,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Juspay Technologies Private Limited,juspayprivate,1,capitaliq_post_money_ge_1b,2026-01-23,2026-01-23,Juspay Technologies Private Limited,positive_self,0,2026,Post-2021,2,1,2,65820000.0,18.002434316672417,60000000.0,17.909855136853043,460000000.0,460000000.0,4,3,9.911019849418206,1500,2021-12-15,Unknown,Unknown,,-1,0,unmatched,unmatched,0.8574382267445578,,2,Q4,7+,round_history_only,2025-2026
"Kailera Therapeutics, Inc. (NasdaqGS:KLRA)",kaileratherapeuticsnasdaqgsklra,1,capitaliq_post_money_ge_1b,2025-10-14,2025-10-14,"Kailera Therapeutics, Inc. (NasdaqGS:KLRA)",positive_self,0,2025,Post-2021,1,1,1,400000000.0,19.806975107572256,400000000.0,19.806975107572256,456780000.0,456780000.0,4,4,1.0349075975359343,378,2024-10-01,Unknown,Unknown,,-1,0,unmatched,unmatched,0.972003152072919,,1,Q4,1-3,round_history_only,2025-2026
Kalshi Inc.,kalshi,1,capitaliq_post_money_ge_1b,2025-06-25,2025-06-25,Kalshi Inc.,positive_self,0,2025,Post-2021,1,1,1,6090000.0,15.62215880388968,6090000.0,15.62215880388968,12080000.0,12080000.0,0,0,5.2676249144421625,1924,2020-03-19,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.25625565605657774,,1,Q3,3-7,round_history_only,2025-2026
"Kapital México Grupo Financiero, SA de CV",kapitalmexicogrupofinancierosadecv,1,capitaliq_post_money_ge_1b,2025-09-02,2025-09-02,"Kapital México Grupo Financiero, SA de CV",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Karamtara Engineering Limited,karamtaraengineering,1,capitaliq_post_money_ge_1b,2026-06-06,2026-06-06,Karamtara Engineering Limited,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Kee Safety Group Limited,keesafety,1,capitaliq_post_money_ge_1b,2025-04-01,2025-04-01,Kee Safety Group Limited,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Kendra Scott Design, Inc.",kendrascottdesign,1,capitaliq_post_money_ge_1b,2024-09-13,2024-09-13,"Kendra Scott Design, Inc.",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
Keyrock BVBA,keyrockbvba,1,capitaliq_post_money_ge_1b,2026-03-31,2026-03-31,Keyrock BVBA,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Kinda Smart Inc.,kindasmart,1,capitaliq_post_money_ge_1b,2026-02-21,2026-02-21,Kinda Smart Inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Kin Insurance, Inc.",kininsurance,1,capitaliq_post_money_ge_1b,2025-09-08,2025-09-08,"Kin Insurance, Inc.",positive_self,0,2025,Post-2021,4,1,4,211780000.0,19.171058562688465,142000000.0,18.77133762260779,919090000.0,919090000.0,15,11,7.561943874058864,586,2024-01-31,Fintech,Other,,-1,0,exact_unique,control_accelerator,0.9468658801573424,,3+,Q4,7+,round_history_only,2025-2026
